Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
02/23/2025,Ath Bilbao,Valladolid,7,1,H,4,0,H,,29,5,16,3,10,5,4,4,2,3,0,1
02/23/2025,Real Madrid,Girona,2,0,H,1,0,H,,22,6,5,2,1,7,11,5,0,2,0,0
02/23/2025,Getafe,Betis,1,2,A,0,1,A,,10,13,4,6,17,20,2,5,3,0,1,1
02/23/2025,Sociedad,Leganes,3,0,H,1,0,H,,12,8,5,2,13,13,3,3,3,3,0,0
02/24/2025,Sevilla,Mallorca,1,1,D,1,0,H,,19,13,4,2,11,12,4,4,1,3,0,0
02/28/2025,Valladolid,Las Palmas,1,1,D,0,1,A,,23,4,7,3,11,8,13,4,2,1,0,1
03/01/2025,Girona,Celta,2,2,D,1,1,D,,9,10,6,6,8,17,4,2,0,0,0,0
03/01/2025,Vallecano,Sevilla,1,1,D,0,0,D,,20,10,8,5,14,9,6,6,1,0,0,0
03/01/2025,Betis,Real Madrid,2,1,H,1,1,D,,18,9,3,2,17,12,9,2,3,4,0,0
03/01/2025,Ath Madrid,Ath Bilbao,1,0,H,0,0,D,,12,15,4,3,7,8,6,2,2,3,0,0
03/02/2025,Leganes,Getafe,1,0,H,0,0,D,,5,9,1,0,15,15,2,6,1,1,0,0
03/02/2025,Barcelona,Sociedad,4,0,H,2,0,H,,33,0,10,0,15,6,12,0,0,0,0,1
03/02/2025,Mallorca,Alaves,1,1,D,1,0,H,,15,19,4,7,20,14,3,9,0,2,0,0
03/02/2025,Osasuna,Valencia,3,3,D,3,2,H,,12,12,5,5,10,7,3,3,2,1,0,0
03/08/2025,Celta,Leganes,2,1,H,2,1,H,,7,12,4,6,10,9,2,5,3,2,0,0
03/08/2025,Alaves,Villarreal,1,0,H,1,0,H,,5,24,3,2,11,13,1,6,3,1,2,0
03/08/2025,Valencia,Valladolid,2,1,H,1,1,D,,17,11,4,4,11,10,5,4,1,3,0,0
03/09/2025,Getafe,Ath Madrid,2,1,H,0,0,D,,11,4,3,2,10,14,4,4,6,2,0,1
03/09/2025,Real Madrid,Vallecano,2,1,H,2,1,H,,10,20,5,6,12,17,4,6,3,1,0,0
03/09/2025,Ath Bilbao,Mallorca,1,1,D,0,0,D,,8,9,2,2,6,13,3,3,1,3,0,0
03/09/2025,Betis,Las Palmas,1,0,H,0,0,D,,14,8,6,1,12,14,11,1,2,8,0,1
03/09/2025,Sociedad,Sevilla,0,1,A,0,0,D,,7,9,2,4,14,12,6,3,2,1,0,0
03/10/2025,Espanol,Girona,1,1,D,0,0,D,,7,18,4,4,11,13,4,9,3,3,0,0
03/14/2025,Las Palmas,Alaves,2,2,D,0,1,A,,14,9,7,3,10,22,4,5,5,5,0,0
03/15/2025,Valladolid,Celta,0,1,A,0,0,D,,5,10,2,1,9,15,3,4,3,3,0,0
03/15/2025,Mallorca,Espanol,2,1,H,0,0,D,,20,2,7,0,10,12,6,2,0,2,0,0
03/15/2025,Villarreal,Real Madrid,1,2,A,1,2,A,,23,9,10,5,17,3,11,4,2,1,0,0
03/15/2025,Girona,Valencia,1,1,D,0,0,D,,14,12,4,2,12,5,9,4,2,1,0,0
03/16/2025,Leganes,Betis,2,3,A,2,0,H,,10,21,4,6,16,5,3,7,2,1,0,0
03/16/2025,Sevilla,Ath Bilbao,0,1,A,0,0,D,,11,9,4,4,13,12,4,6,4,2,0,0
03/16/2025,Osasuna,Getafe,1,2,A,1,0,H,,12,7,4,4,19,15,3,2,2,3,0,1
03/16/2025,Vallecano,Sociedad,2,2,D,0,1,A,,10,8,5,4,16,9,4,4,3,2,0,0
03/16/2025,Ath Madrid,Barcelona,2,4,A,1,0,H,,7,13,2,6,10,11,6,6,1,3,0,0
03/27/2025,Barcelona,Osasuna,3,0,H,2,0,H,,19,4,5,0,7,14,8,4,1,3,0,0
03/29/2025,Sociedad,Valladolid,2,1,H,1,0,H,,12,12,2,5,20,10,3,6,2,3,0,0
03/29/2025,Espanol,Ath Madrid,1,1,D,0,1,A,,8,13,1,2,12,14,4,3,2,1,0,0
03/29/2025,Alaves,Vallecano,0,2,A,0,1,A,,12,11,4,5,14,12,8,5,3,5,0,0
03/29/2025,Real Madrid,Leganes,3,2,H,1,2,A,,24,10,10,4,9,13,8,3,1,4,0,0
03/30/2025,Getafe,Villarreal,1,2,A,1,2,A,,11,9,4,3,16,21,3,1,1,4,0,0
03/30/2025,Barcelona,Girona,4,1,H,1,0,H,,21,4,9,2,8,11,10,2,0,1,0,0
03/30/2025,Ath Bilbao,Osasuna,0,0,D,0,0,D,,11,5,5,2,12,12,3,4,1,1,0,0
03/30/2025,Valencia,Mallorca,1,0,H,0,0,D,,8,8,2,2,16,15,4,5,5,5,0,0
03/30/2025,Betis,Sevilla,2,1,H,2,1,H,,11,6,3,2,10,22,2,2,4,4,0,0
03/31/2025,Celta,Las Palmas,1,1,D,1,0,H,,19,4,7,2,17,5,4,2,3,0,0,0
04/04/2025,Vallecano,Espanol,0,4,A,0,2,A,,16,15,5,7,8,10,8,4,2,2,0,0
04/05/2025,Girona,Alaves,0,1,A,0,0,D,,11,14,6,3,9,16,1,5,1,4,0,0
04/05/2025,Real Madrid,Valencia,1,2,A,0,1,A,,21,10,9,2,10,13,9,4,0,4,0,0
04/05/2025,Mallorca,Celta,1,2,A,1,0,H,,7,10,2,4,9,11,4,2,3,0,0,0
04/05/2025,Barcelona,Betis,1,1,D,1,1,D,,13,6,5,2,16,12,9,3,2,1,0,0
04/06/2025,Las Palmas,Sociedad,1,3,A,0,1,A,,13,13,5,8,7,10,5,4,0,2,0,0
04/06/2025,Sevilla,Ath Madrid,1,2,A,1,1,D,,11,13,6,5,14,12,7,7,1,4,0,0
04/06/2025,Valladolid,Getafe,0,4,A,0,3,A,,5,16,0,9,11,17,3,4,3,1,1,0
04/06/2025,Villarreal,Ath Bilbao,0,0,D,0,0,D,,12,11,4,2,9,13,6,5,0,1,1,0
04/07/2025,Leganes,Osasuna,1,1,D,0,0,D,,13,14,7,6,18,14,4,8,3,3,0,0
04/11/2025,Valencia,Sevilla,1,0,H,1,0,H,,8,12,6,5,10,18,3,3,3,2,0,0
04/12/2025,Sociedad,Mallorca,0,2,A,0,1,A,,15,7,4,3,11,12,8,2,3,1,0,0
04/12/2025,Getafe,Las Palmas,1,3,A,1,0,H,,11,10,6,5,14,15,3,2,0,2,1,0
04/12/2025,Celta,Espanol,0,2,A,0,1,A,,16,5,6,3,14,10,13,5,2,2,0,0
04/12/2025,Leganes,Barcelona,0,1,A,0,0,D,,6,12,1,3,10,4,4,8,2,1,0,0
04/13/2025,Osasuna,Girona,2,1,H,1,0,H,,13,18,6,8,17,15,4,4,2,0,0,0
04/13/2025,Alaves,Real Madrid,0,1,A,0,1,A,,13,11,6,4,21,12,4,4,4,4,1,1
04/13/2025,Betis,Villarreal,1,2,A,1,1,D,,24,8,5,2,4,13,5,5,0,4,0,0
04/13/2025,Ath Bilbao,Vallecano,3,1,H,0,1,A,,13,11,4,3,12,7,7,1,4,3,0,0
04/14/2025,Ath Madrid,Valladolid,4,2,H,2,1,H,,24,6,9,3,11,8,5,1,1,1,0,0
04/18/2025,Espanol,Getafe,1,0,H,1,0,H,,9,9,3,4,12,15,6,8,0,2,0,1
04/19/2025,Vallecano,Valencia,1,1,D,1,0,H,,11,10,4,3,18,13,5,2,3,1,0,0
04/19/2025,Barcelona,Celta,4,3,H,1,1,D,,18,11,6,8,10,13,4,1,2,2,0,0
04/19/2025,Mallorca,Leganes,0,0,D,0,0,D,,11,15,1,1,17,15,4,4,2,1,0,0
04/19/2025,Las Palmas,Ath Madrid,1,0,H,0,0,D,,8,7,2,2,13,13,4,4,3,1,0,0
04/20/2025,Valladolid,Osasuna,2,3,A,0,2,A,,12,11,5,6,12,17,5,2,2,0,0,0
04/20/2025,Villarreal,Sociedad,2,2,D,1,1,D,,20,4,5,4,12,12,10,4,5,1,0,0
04/20/2025,Sevilla,Alaves,1,1,D,1,1,D,,10,11,2,3,10,11,3,6,2,2,0,0
04/20/2025,Real Madrid,Ath Bilbao,1,0,H,0,0,D,,22,3,7,1,7,15,14,1,1,2,0,0
04/21/2025,Girona,Betis,1,3,A,0,3,A,,11,17,5,9,13,11,8,9,3,2,0,0
04/22/2025,Valencia,Espanol,1,1,D,0,1,A,,16,8,7,3,7,7,6,4,2,1,0,0
04/22/2025,Barcelona,Mallorca,1,0,H,0,0,D,,40,4,13,0,10,7,13,2,0,1,0,0
04/23/2025,Ath Bilbao,Las Palmas,1,0,H,1,0,H,,13,10,4,2,13,9,3,3,1,3,0,0
04/23/2025,Celta,Villarreal,3,0,H,1,0,H,,21,4,9,1,16,10,6,3,2,1,0,1
04/23/2025,Alaves,Sociedad,1,0,H,0,0,D,,10,6,1,0,17,17,6,6,4,5,0,0
04/23/2025,Getafe,Real Madrid,0,1,A,0,1,A,,20,14,6,7,15,7,4,4,3,1,0,0
04/24/2025,Leganes,Girona,1,1,D,0,0,D,,7,8,1,3,16,18,4,5,4,2,1,0
04/24/2025,Osasuna,Sevilla,1,0,H,1,0,H,,9,12,2,3,14,13,4,4,4,2,0,1
04/24/2025,Ath Madrid,Vallecano,3,0,H,2,0,H,,10,12,5,5,8,15,6,3,0,2,0,0
04/24/2025,Betis,Valladolid,5,1,H,1,1,D,,16,10,6,5,7,7,4,4,1,0,0,0
04/27/2025,Villarreal,Espanol,1,0,H,0,0,D,,14,12,5,1,19,11,8,6,4,0,0,0
05/02/2025,Vallecano,Getafe,1,0,H,1,0,H,,13,12,8,1,12,13,7,3,3,2,0,1
05/03/2025,Alaves,Ath Madrid,0,0,D,0,0,D,,8,9,2,2,18,13,3,5,3,2,0,0
05/03/2025,Villarreal,Osasuna,4,2,H,3,0,H,,15,11,5,4,10,18,2,8,4,1,0,0
05/03/2025,Las Palmas,Valencia,2,3,A,1,1,D,,15,10,3,5,12,6,9,5,1,1,0,0
05/03/2025,Valladolid,Barcelona,1,2,A,1,0,H,,5,24,4,7,12,15,4,8,3,2,0,0
05/04/2025,Real Madrid,Celta,3,2,H,2,0,H,,17,14,6,7,5,11,4,6,2,1,0,0
05/04/2025,Sevilla,Leganes,2,2,D,1,1,D,,25,9,7,3,17,12,8,2,4,5,0,0
05/04/2025,Espanol,Betis,1,2,A,1,0,H,,11,20,5,10,16,10,3,7,2,0,0,0
05/04/2025,Sociedad,Ath Bilbao,0,0,D,0,0,D,,12,3,3,1,18,13,7,3,1,2,0,0
05/05/2025,Girona,Mallorca,1,0,H,1,0,H,,13,9,6,1,11,14,5,2,0,2,0,0
05/09/2025,Las Palmas,Vallecano,0,1,A,0,0,D,,11,16,2,5,8,9,8,8,2,3,0,0
05/10/2025,Valencia,Getafe,3,0,H,3,0,H,,10,10,6,3,17,20,2,6,3,5,0,0
05/10/2025,Celta,Sevilla,3,2,H,1,1,D,,8,19,4,10,11,16,3,6,0,2,1,0
05/10/2025,Girona,Villarreal,0,1,A,0,0,D,,7,14,0,5,13,10,5,3,2,3,0,0
05/10/2025,Mallorca,Valladolid,2,1,H,1,1,D,,12,16,4,7,16,12,5,10,2,1,0,0
05/10/2025,Ath Madrid,Sociedad,4,0,H,4,0,H,,13,6,7,1,7,12,3,3,0,1,0,0
05/11/2025,Leganes,Espanol,3,2,H,2,0,H,,13,12,5,6,14,18,3,8,2,2,0,0
05/11/2025,Barcelona,Real Madrid,4,3,H,4,2,H,,23,9,9,5,17,15,10,2,4,3,0,0
05/11/2025,Ath Bilbao,Alaves,1,0,H,0,0,D,,11,4,3,1,17,12,9,2,1,1,0,0
05/11/2025,Betis,Osasuna,1,1,D,0,0,D,,10,16,5,5,8,12,6,7,3,2,0,0
05/13/2025,Valladolid,Girona,0,1,A,0,0,D,,11,13,4,5,5,19,6,4,0,0,0,0
05/13/2025,Sociedad,Celta,0,1,A,0,1,A,,15,6,5,2,18,11,14,1,3,1,0,0
05/13/2025,Sevilla,Las Palmas,1,0,H,0,0,D,,10,14,3,3,22,15,4,2,6,6,0,0
05/14/2025,Alaves,Valencia,1,0,H,0,0,D,,11,10,5,3,16,10,9,4,4,3,0,0
05/14/2025,Villarreal,Leganes,3,0,H,3,0,H,,17,23,7,6,5,11,3,6,1,1,0,0
05/14/2025,Real Madrid,Mallorca,2,1,H,0,1,A,,39,4,13,2,6,15,26,0,0,3,0,0
05/15/2025,Vallecano,Betis,2,2,D,2,0,H,,20,10,6,3,8,18,10,7,1,3,0,0
05/15/2025,Osasuna,Ath Madrid,2,0,H,1,0,H,,9,9,3,5,12,11,3,5,1,1,0,0
05/15/2025,Espanol,Barcelona,0,2,A,0,0,D,,9,12,1,4,8,10,3,3,2,2,1,0
05/15/2025,Getafe,Ath Bilbao,0,2,A,0,0,D,,11,9,1,2,10,7,2,5,1,0,0,0
05/18/2025,Ath Madrid,Betis,4,1,H,2,0,H,,20,12,11,7,12,9,7,4,1,1,0,0
05/18/2025,Barcelona,Villarreal,2,3,A,2,1,H,,24,7,9,3,14,9,11,3,2,0,0,0
05/18/2025,Celta,Vallecano,1,2,A,1,2,A,,24,7,7,2,10,17,9,2,2,3,0,0
05/18/2025,Las Palmas,Leganes,0,1,A,0,1,A,,12,11,3,4,15,12,9,2,2,2,0,0
05/18/2025,Mallorca,Getafe,1,2,A,0,0,D,,7,10,1,4,14,9,3,4,2,2,0,0
05/18/2025,Osasuna,Espanol,2,0,H,1,0,H,,16,16,3,6,11,5,8,6,1,1,0,0
05/18/2025,Sevilla,Real Madrid,0,2,A,0,0,D,,6,16,1,6,7,9,1,7,0,1,2,0
05/18/2025,Sociedad,Girona,3,2,H,2,1,H,,15,9,9,5,10,9,9,2,1,3,0,0
05/18/2025,Valencia,Ath Bilbao,0,1,A,0,0,D,,6,10,2,4,10,16,5,3,3,1,0,0
05/18/2025,Valladolid,Alaves,0,1,A,0,1,A,,7,14,1,4,12,24,5,9,0,2,0,0
05/23/2025,Betis,Valencia,1,1,D,1,0,H,,14,9,4,2,8,12,3,2,1,2,0,0
05/24/2025,Real Madrid,Sociedad,2,0,H,1,0,H,,16,9,8,1,5,7,11,4,0,0,0,0
05/24/2025,Espanol,Las Palmas,2,0,H,0,0,D,,8,10,3,4,12,11,3,6,3,2,0,0
05/24/2025,Leganes,Valladolid,3,0,H,3,0,H,,16,6,6,2,11,16,3,4,0,1,0,0
05/24/2025,Alaves,Osasuna,1,1,D,0,0,D,,14,19,5,5,15,6,5,9,2,2,0,0
05/24/2025,Getafe,Celta,1,2,A,1,1,D,,6,15,1,8,13,10,2,6,3,4,1,0
05/24/2025,Vallecano,Mallorca,0,0,D,0,0,D,,27,9,8,2,9,14,11,2,2,2,0,0
05/25/2025,Girona,Ath Madrid,0,4,A,0,0,D,,2,19,1,11,13,11,1,8,0,1,0,0
05/25/2025,Villarreal,Sevilla,4,2,H,3,1,H,,12,17,7,6,8,14,3,5,0,1,0,0
05/25/2025,Ath Bilbao,Barcelona,0,3,A,0,2,A,,10,13,1,4,21,10,2,6,1,0,0,0
