Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
08/11/22,Ath Bilbao,Valladolid,3,0,H,1,0,H,,19,8,6,0,20,6,10,2,3,1,0,0
08/11/22,Osasuna,Barcelona,1,2,A,1,0,H,,15,9,3,3,15,6,2,5,4,4,0,2
09/11/22,Almeria,Getafe,1,0,H,1,0,H,,8,11,3,3,17,8,7,6,8,4,1,0
09/11/22,Sevilla,Sociedad,1,2,A,1,2,A,,6,17,3,9,9,12,2,1,2,2,2,0
09/11/22,Espanol,Villarreal,0,1,A,0,0,D,,14,10,6,3,11,6,4,7,1,3,0,0
09/11/22,Mallorca,Ath Madrid,1,0,H,1,0,H,,9,17,3,5,14,17,2,5,5,3,0,0
10/11/22,Vallecano,Celta,0,0,D,0,0,D,,10,11,3,3,19,16,5,3,7,1,0,0
10/11/22,Valencia,Betis,3,0,H,0,0,D,,15,5,7,1,12,9,5,5,1,3,0,1
10/11/22,Real Madrid,Cadiz,2,1,H,1,0,H,,18,10,5,5,12,16,7,1,3,3,0,0
29/12/22,Girona,Vallecano,2,2,D,1,1,D,,16,12,7,4,14,14,2,4,3,2,0,0
29/12/22,Betis,Ath Bilbao,0,0,D,0,0,D,,9,10,5,0,8,17,2,6,1,4,1,0
29/12/22,Ath Madrid,Elche,2,0,H,0,0,D,,18,5,4,1,14,20,3,5,3,4,1,2
30/12/22,Getafe,Mallorca,2,0,H,0,0,D,,14,3,6,0,10,19,4,2,0,1,0,0
30/12/22,Cadiz,Almeria,1,1,D,0,1,A,,12,18,6,9,7,14,3,2,2,0,0,0
30/12/22,Celta,Sevilla,1,1,D,1,0,H,,17,7,5,5,11,13,5,6,2,4,0,1
30/12/22,Valladolid,Real Madrid,0,2,A,0,0,D,,14,19,4,8,7,9,5,9,2,0,1,0
31/12/22,Barcelona,Espanol,1,1,D,1,0,H,,21,4,6,1,11,15,10,2,6,7,1,1
31/12/22,Sociedad,Osasuna,2,0,H,1,0,H,,9,11,2,3,10,15,3,2,1,1,0,0
31/12/22,Villarreal,Valencia,2,1,H,1,1,D,,14,13,8,4,12,16,5,2,1,3,0,0
06/01/23,Elche,Celta,0,1,A,0,1,A,,13,14,5,7,15,15,8,4,3,1,1,0
06/01/23,Valencia,Cadiz,0,1,A,0,1,A,,11,6,2,2,14,21,13,2,5,6,0,0
07/01/23,Villarreal,Real Madrid,2,1,H,0,0,D,,17,13,5,3,13,6,6,5,4,1,0,0
07/01/23,Mallorca,Valladolid,1,0,H,0,0,D,,13,9,4,1,14,17,6,2,2,3,0,0
07/01/23,Espanol,Girona,2,2,D,0,1,A,,12,12,6,5,13,16,5,2,3,2,0,0
08/01/23,Almeria,Sociedad,0,2,A,0,0,D,,6,9,1,6,13,14,4,2,1,0,0,0
08/01/23,Vallecano,Betis,1,2,A,1,2,A,,15,14,3,3,10,16,5,7,3,2,0,0
08/01/23,Sevilla,Getafe,2,1,H,1,0,H,,11,11,5,2,13,16,4,4,3,3,0,0
08/01/23,Ath Madrid,Barcelona,0,1,A,0,1,A,,20,10,5,2,8,16,7,4,2,3,1,1
09/01/23,Ath Bilbao,Osasuna,0,0,D,0,0,D,,17,3,3,1,8,13,14,1,0,1,0,0
13/01/23,Celta,Villarreal,1,1,D,0,1,A,,21,3,8,1,11,8,14,3,0,2,0,0
14/01/23,Valladolid,Vallecano,0,1,A,0,0,D,,9,13,2,6,17,18,4,8,2,2,0,0
14/01/23,Girona,Sevilla,2,1,H,0,1,A,,19,10,7,2,11,7,5,2,3,1,0,0
14/01/23,Osasuna,Mallorca,1,0,H,0,0,D,,15,6,4,2,15,19,3,1,2,3,0,0
14/01/23,Sociedad,Ath Bilbao,3,1,H,2,1,H,,11,6,5,2,20,15,4,2,5,1,0,1
15/01/23,Getafe,Espanol,1,2,A,1,1,D,,10,10,2,4,20,13,5,1,2,3,0,0
15/01/23,Almeria,Ath Madrid,1,1,D,1,1,D,,14,12,3,6,14,12,3,4,4,4,0,1
16/01/23,Cadiz,Elche,1,1,D,1,0,H,,16,12,3,5,11,21,3,6,3,2,0,0
20/01/23,Mallorca,Celta,1,0,H,0,0,D,,8,10,3,3,15,11,4,6,2,3,0,0
21/01/23,Vallecano,Sociedad,0,2,A,0,2,A,,14,12,2,7,11,11,3,4,0,0,0,0
21/01/23,Espanol,Betis,1,0,H,1,0,H,,8,13,2,4,18,8,7,4,3,2,0,0
21/01/23,Ath Madrid,Valladolid,3,0,H,3,0,H,,18,7,8,1,12,7,4,1,1,1,0,0
21/01/23,Sevilla,Cadiz,1,0,H,0,0,D,,17,4,9,1,15,14,8,1,1,4,0,1
22/01/23,Villarreal,Girona,1,0,H,0,0,D,,19,8,9,1,21,15,3,2,5,5,0,1
22/01/23,Elche,Osasuna,1,1,D,0,1,A,,13,8,4,4,19,9,7,2,2,1,0,0
22/01/23,Barcelona,Getafe,1,0,H,1,0,H,,8,7,4,3,11,6,4,2,1,2,0,0
22/01/23,Ath Bilbao,Real Madrid,0,2,A,0,1,A,,18,10,3,4,17,10,12,2,3,2,0,0
23/01/23,Valencia,Almeria,2,2,D,0,0,D,,16,14,6,3,8,8,6,2,2,1,0,0
27/01/23,Almeria,Espanol,3,1,H,1,0,H,,19,6,7,3,16,6,2,2,3,3,0,0
28/01/23,Cadiz,Mallorca,2,0,H,2,0,H,,11,9,4,2,13,12,6,2,2,2,0,0
28/01/23,Girona,Barcelona,0,1,A,0,0,D,,8,8,2,3,10,15,4,2,2,3,1,0
28/01/23,Sevilla,Elche,3,0,H,3,0,H,,22,6,8,1,7,8,5,2,1,3,0,1
28/01/23,Getafe,Betis,0,1,A,0,0,D,,6,13,1,2,25,12,6,1,4,2,0,0
29/01/23,Valladolid,Valencia,1,0,H,0,0,D,,13,15,6,2,14,15,4,7,3,1,0,0
29/01/23,Osasuna,Ath Madrid,0,1,A,0,0,D,,14,13,4,5,13,7,5,4,1,0,0,0
29/01/23,Celta,Ath Bilbao,1,0,H,0,0,D,,9,5,3,0,17,19,2,5,3,2,0,0
29/01/23,Real Madrid,Sociedad,0,0,D,0,0,D,,20,8,7,3,8,19,10,3,1,4,0,0
30/01/23,Villarreal,Vallecano,0,1,A,0,0,D,,12,11,3,3,11,18,5,4,2,3,0,0
01/02/23,Betis,Barcelona,1,2,A,0,0,D,,5,13,1,3,17,9,1,6,3,0,1,0
02/02/23,Real Madrid,Valencia,2,0,H,0,0,D,,19,4,7,0,12,17,6,6,3,1,0,1
03/02/23,Ath Bilbao,Cadiz,4,1,H,3,1,H,,17,15,9,3,14,12,0,3,2,1,1,0
04/02/23,Espanol,Osasuna,1,1,D,0,1,A,,9,9,4,3,9,17,4,3,3,5,1,1
04/02/23,Elche,Villarreal,3,1,H,2,1,H,,18,14,7,2,19,8,6,10,4,2,0,0
04/02/23,Ath Madrid,Getafe,1,1,D,0,0,D,,12,9,4,1,11,18,8,0,3,5,0,0
04/02/23,Betis,Celta,3,4,A,2,2,D,,15,9,7,7,11,13,5,5,2,3,1,0
05/02/23,Mallorca,Real Madrid,1,0,H,1,0,H,,4,20,1,1,29,14,1,12,5,5,0,0
05/02/23,Girona,Valencia,1,0,H,0,0,D,,20,8,8,4,11,10,8,4,1,4,0,0
05/02/23,Sociedad,Valladolid,0,1,A,0,0,D,,15,7,4,2,17,14,0,4,4,5,0,0
05/02/23,Barcelona,Sevilla,3,0,H,0,0,D,,16,3,7,1,8,10,8,3,0,2,0,0
06/02/23,Vallecano,Almeria,2,0,H,0,0,D,,15,14,11,5,16,9,3,7,3,3,0,0
10/02/23,Cadiz,Girona,2,0,H,2,0,H,,12,7,3,1,17,11,5,6,4,4,0,0
11/02/23,Almeria,Betis,2,3,A,1,2,A,,16,12,9,7,12,10,8,2,2,3,0,0
11/02/23,Sevilla,Mallorca,2,0,H,2,0,H,,15,6,6,0,9,14,8,2,5,2,0,0
11/02/23,Valencia,Ath Bilbao,1,2,A,1,1,D,,18,11,8,3,11,17,7,1,2,2,0,0
12/02/23,Getafe,Vallecano,1,1,D,0,1,A,,13,19,4,4,21,19,5,6,4,4,1,0
12/02/23,Celta,Ath Madrid,0,1,A,0,0,D,,14,10,3,2,10,13,7,5,2,2,0,1
12/02/23,Valladolid,Osasuna,0,0,D,0,0,D,,18,15,5,4,13,16,10,4,1,3,0,0
12/02/23,Villarreal,Barcelona,0,1,A,0,1,A,,11,7,2,4,22,18,6,2,4,4,0,0
13/02/23,Espanol,Sociedad,2,3,A,0,1,A,,10,11,6,5,9,17,4,3,4,1,1,0
15/02/23,Real Madrid,Elche,4,0,H,3,0,H,,26,7,13,0,5,13,6,4,1,3,0,0
17/02/23,Girona,Almeria,6,2,H,4,0,H,,14,16,8,4,10,8,1,7,1,1,0,0
18/02/23,Sociedad,Celta,1,1,D,1,0,H,,9,18,3,4,14,12,3,7,3,5,0,1
18/02/23,Betis,Valladolid,2,1,H,2,1,H,,16,17,10,3,18,15,4,6,3,5,0,0
18/02/23,Mallorca,Villarreal,4,2,H,2,1,H,,13,8,5,4,19,8,4,4,5,0,0,1
18/02/23,Osasuna,Real Madrid,0,2,A,0,0,D,,11,11,4,6,17,7,5,5,3,2,0,0
19/02/23,Elche,Espanol,0,1,A,0,0,D,,19,11,5,4,11,12,10,5,2,3,1,0
19/02/23,Vallecano,Sevilla,1,1,D,0,1,A,,18,7,5,2,15,6,7,3,4,1,0,0
19/02/23,Ath Madrid,Ath Bilbao,1,0,H,0,0,D,,17,8,5,2,7,13,6,5,2,3,0,0
19/02/23,Barcelona,Cadiz,2,0,H,2,0,H,,16,14,5,4,15,18,5,6,2,3,0,0
20/02/23,Getafe,Valencia,1,0,H,0,0,D,,15,8,6,3,11,8,4,5,6,1,0,0
24/02/23,Elche,Betis,2,3,A,2,0,H,,4,21,2,9,16,9,3,3,4,1,2,0
25/02/23,Espanol,Mallorca,2,1,H,1,1,D,,9,15,3,4,15,18,0,4,2,2,0,0
25/02/23,Cadiz,Vallecano,1,0,H,0,0,D,,5,11,3,2,19,19,4,6,3,4,0,1
25/02/23,Real Madrid,Ath Madrid,1,1,D,0,0,D,,18,7,7,2,10,8,7,4,3,3,0,1
25/02/23,Valencia,Sociedad,1,0,H,1,0,H,,8,11,3,3,13,12,7,8,6,3,0,0
26/02/23,Ath Bilbao,Girona,2,3,A,1,3,A,,17,8,3,4,17,8,11,3,5,5,0,0
26/02/23,Celta,Valladolid,3,0,H,2,0,H,,18,6,4,3,6,5,5,4,1,3,0,1
26/02/23,Almeria,Barcelona,1,0,H,1,0,H,,7,14,4,1,13,11,4,7,3,3,0,0
26/02/23,Sevilla,Osasuna,2,3,A,0,1,A,,22,11,8,4,10,15,10,2,4,2,1,0
27/02/23,Villarreal,Getafe,2,1,H,1,1,D,,11,8,5,3,9,13,6,6,0,1,0,0
03/03/23,Sociedad,Cadiz,0,0,D,0,0,D,,15,6,3,2,18,18,4,0,0,1,0,0
04/03/23,Getafe,Girona,3,2,H,3,0,H,,10,9,6,7,24,11,3,3,5,4,0,0
04/03/23,Almeria,Villarreal,0,2,A,0,0,D,,6,16,0,6,11,10,2,10,2,4,0,0
04/03/23,Mallorca,Elche,0,1,A,0,0,D,,14,15,3,6,17,14,6,7,3,3,0,0
04/03/23,Ath Madrid,Sevilla,6,1,H,2,1,H,,18,8,8,1,12,11,7,3,1,4,0,1
05/03/23,Valladolid,Espanol,2,1,H,1,0,H,,15,12,5,2,4,11,9,6,3,2,0,0
05/03/23,Barcelona,Valencia,1,0,H,1,0,H,,13,13,4,1,11,13,5,2,0,0,1,0
05/03/23,Vallecano,Ath Bilbao,0,0,D,0,0,D,,18,16,2,3,9,17,7,9,1,0,0,1
05/03/23,Betis,Real Madrid,0,0,D,0,0,D,,8,15,4,5,12,13,5,3,3,4,0,0
06/03/23,Osasuna,Celta,0,0,D,0,0,D,,10,6,5,0,12,12,6,4,0,2,0,0
10/03/23,Cadiz,Getafe,2,2,D,1,0,H,,11,16,4,10,13,16,2,6,4,5,1,1
11/03/23,Real Madrid,Espanol,3,1,H,2,1,H,,22,10,7,3,12,17,7,4,3,2,0,0
11/03/23,Elche,Valladolid,1,1,D,0,1,A,,24,5,10,1,19,11,10,3,4,6,0,2
11/03/23,Celta,Vallecano,3,0,H,0,0,D,,15,12,6,3,13,12,3,7,2,3,0,0
11/03/23,Valencia,Osasuna,1,0,H,0,0,D,,8,7,4,0,8,19,12,3,2,5,0,0
12/03/23,Mallorca,Sociedad,1,1,D,0,1,A,,8,8,2,2,19,20,3,2,2,2,0,1
12/03/23,Sevilla,Almeria,2,1,H,1,1,D,,27,13,5,5,8,11,6,4,4,4,0,0
12/03/23,Villarreal,Betis,1,1,D,0,1,A,,15,6,4,3,8,11,2,4,3,2,0,0
12/03/23,Ath Bilbao,Barcelona,0,1,A,0,1,A,,15,10,5,2,13,7,5,3,2,1,0,0
13/03/23,Girona,Ath Madrid,0,1,A,0,0,D,,6,14,4,4,6,12,1,3,2,3,0,0
17/03/23,Valladolid,Ath Bilbao,1,3,A,0,1,A,,15,15,3,6,9,14,2,9,2,2,0,0
18/03/23,Almeria,Cadiz,1,1,D,0,0,D,,17,10,5,4,12,12,5,2,1,4,0,0
18/03/23,Vallecano,Girona,2,2,D,2,1,H,,15,12,3,4,15,16,3,5,2,2,0,0
18/03/23,Espanol,Celta,1,3,A,0,2,A,,11,8,3,4,11,12,4,1,2,2,0,0
18/03/23,Ath Madrid,Valencia,3,0,H,1,0,H,,14,9,6,1,12,9,4,2,2,0,0,0
19/03/23,Betis,Mallorca,1,0,H,0,0,D,,10,5,3,1,8,15,4,4,1,2,0,0
19/03/23,Osasuna,Villarreal,0,3,A,0,1,A,,10,12,2,6,15,7,7,1,3,2,0,0
19/03/23,Sociedad,Elche,2,0,H,0,0,D,,17,4,4,3,16,16,5,3,2,1,0,0
19/03/23,Getafe,Sevilla,2,0,H,0,0,D,,15,11,4,4,22,10,4,1,4,2,0,0
19/03/23,Barcelona,Real Madrid,2,1,H,1,1,D,,17,11,7,3,12,13,8,1,4,3,0,0
31/03/23,Mallorca,Osasuna,0,0,D,0,0,D,,10,11,1,2,19,17,2,3,7,3,1,0
01/04/23,Girona,Espanol,2,1,H,0,0,D,,14,5,4,1,12,16,5,2,4,2,0,1
01/04/23,Ath Bilbao,Getafe,0,0,D,0,0,D,,17,9,3,1,8,9,13,3,0,0,0,0
01/04/23,Cadiz,Sevilla,0,2,A,0,0,D,,14,11,3,5,9,14,8,4,3,4,0,0
01/04/23,Elche,Barcelona,0,4,A,0,1,A,,15,12,2,6,11,11,11,3,0,3,0,0
02/04/23,Celta,Almeria,2,2,D,2,2,D,,21,8,5,3,13,12,4,1,3,5,0,0
02/04/23,Real Madrid,Valladolid,6,0,H,4,0,H,,30,12,17,2,17,11,9,1,0,1,0,0
02/04/23,Villarreal,Sociedad,2,0,H,0,0,D,,16,16,4,3,12,19,4,4,5,3,1,0
02/04/23,Ath Madrid,Betis,1,0,H,0,0,D,,13,6,7,2,20,11,5,1,1,2,0,0
03/04/23,Valencia,Vallecano,1,1,D,0,1,A,,18,7,4,2,15,16,13,3,2,3,0,0
07/04/23,Sevilla,Celta,2,2,D,1,0,H,,7,9,2,4,11,9,8,3,6,2,2,0
08/04/23,Osasuna,Elche,2,1,H,0,1,A,,22,7,6,1,15,7,9,2,1,3,0,0
08/04/23,Espanol,Ath Bilbao,1,2,A,0,1,A,,9,12,2,7,14,18,8,7,6,4,1,0
08/04/23,Sociedad,Getafe,2,0,H,1,0,H,,11,6,6,4,11,9,3,2,2,1,0,0
08/04/23,Real Madrid,Villarreal,2,3,A,1,1,D,,18,17,4,8,8,19,6,7,0,3,0,0
09/04/23,Valladolid,Mallorca,3,3,D,1,0,H,,10,14,6,6,13,20,1,2,3,5,0,0
09/04/23,Betis,Cadiz,0,2,A,0,0,D,,9,15,3,4,18,16,5,6,3,3,2,0
09/04/23,Almeria,Valencia,2,1,H,0,0,D,,10,11,4,4,11,11,3,7,3,2,0,0
09/04/23,Vallecano,Ath Madrid,1,2,A,0,2,A,,15,14,3,4,8,7,8,2,0,0,1,0
10/04/23,Barcelona,Girona,0,0,D,0,0,D,,18,5,3,0,14,14,12,2,0,2,0,0
14/04/23,Vallecano,Osasuna,2,1,H,2,0,H,,12,8,3,4,18,16,2,3,2,3,0,0
15/04/23,Villarreal,Valladolid,1,2,A,0,2,A,,22,14,7,7,9,18,8,5,1,6,0,0
15/04/23,Ath Bilbao,Sociedad,2,0,H,1,0,H,,13,13,5,4,16,14,5,2,5,2,0,0
15/04/23,Betis,Espanol,3,1,H,2,0,H,,15,13,8,4,9,13,4,13,2,2,0,0
15/04/23,Cadiz,Real Madrid,0,2,A,0,0,D,,12,35,3,11,12,7,2,9,1,0,0,0
16/04/23,Girona,Elche,2,0,H,1,0,H,,14,13,4,5,9,14,3,4,3,3,0,1
16/04/23,Getafe,Barcelona,0,0,D,0,0,D,,5,15,1,3,13,12,1,5,2,1,0,0
16/04/23,Ath Madrid,Almeria,2,1,H,2,1,H,,19,2,7,0,7,8,9,2,3,3,0,0
16/04/23,Valencia,Sevilla,0,2,A,0,0,D,,13,6,3,3,10,17,6,2,1,4,1,0
17/04/23,Celta,Mallorca,0,1,A,0,1,A,,12,8,3,2,10,19,7,5,2,1,1,0
21/04/23,Espanol,Cadiz,0,0,D,0,0,D,,14,11,5,2,8,22,6,3,4,2,0,0
22/04/23,Osasuna,Betis,3,2,H,3,1,H,,10,21,5,6,20,13,5,13,2,0,0,0
22/04/23,Almeria,Ath Bilbao,1,2,A,0,1,A,,12,14,4,3,8,20,3,4,2,4,0,0
22/04/23,Sociedad,Vallecano,2,1,H,0,0,D,,7,7,1,2,18,19,3,3,1,2,0,0
22/04/23,Valladolid,Girona,1,0,H,1,0,H,,15,12,6,6,14,9,5,7,1,1,0,0
22/04/23,Real Madrid,Celta,2,0,H,1,0,H,,17,12,5,2,10,10,8,3,1,2,0,0
23/04/23,Elche,Valencia,0,2,A,0,2,A,,7,5,1,3,12,6,11,6,3,1,0,0
23/04/23,Barcelona,Ath Madrid,1,0,H,1,0,H,,13,13,4,3,15,16,3,3,4,7,0,0
23/04/23,Mallorca,Getafe,3,1,H,0,1,A,,8,3,4,1,15,18,2,2,2,3,0,0
23/04/23,Sevilla,Villarreal,2,1,H,1,0,H,,17,17,4,5,12,10,5,3,1,2,0,0
25/04/23,Cadiz,Osasuna,0,1,A,0,0,D,,20,6,4,4,8,15,11,2,0,1,0,1
25/04/23,Girona,Real Madrid,4,2,H,2,1,H,,13,18,5,3,7,6,3,8,1,2,0,0
25/04/23,Betis,Sociedad,0,0,D,0,0,D,,10,10,1,3,13,23,2,4,1,3,0,0
26/04/23,Ath Madrid,Mallorca,3,1,H,1,1,D,,24,6,9,2,10,9,5,8,0,0,0,0
26/04/23,Getafe,Almeria,1,2,A,0,1,A,,21,23,9,11,15,9,4,6,2,2,1,0
26/04/23,Celta,Elche,1,0,H,0,0,D,,17,16,9,1,9,12,10,6,0,0,0,0
26/04/23,Vallecano,Barcelona,2,1,H,1,0,H,,9,10,6,5,10,14,3,9,1,4,0,0
27/04/23,Valencia,Valladolid,2,1,H,0,1,A,,18,8,5,2,16,17,6,2,0,4,0,0
27/04/23,Villarreal,Espanol,4,2,H,0,1,A,,31,13,13,4,14,10,9,2,2,4,0,1
27/04/23,Ath Bilbao,Sevilla,0,1,A,0,0,D,,7,4,2,1,7,11,8,2,3,3,0,0
28/04/23,Osasuna,Sociedad,0,2,A,0,1,A,,13,12,1,8,12,15,4,2,3,1,0,0
29/04/23,Elche,Vallecano,4,0,H,1,0,H,,18,14,9,3,13,16,3,8,1,2,0,1
29/04/23,Real Madrid,Almeria,4,2,H,3,1,H,,15,9,12,3,12,16,7,0,2,2,0,0
29/04/23,Barcelona,Betis,4,0,H,3,0,H,,15,4,8,1,10,9,10,0,0,2,0,1
30/04/23,Cadiz,Valencia,2,1,H,1,0,H,,8,16,4,4,14,10,5,6,6,2,0,0
30/04/23,Villarreal,Celta,3,1,H,2,1,H,,9,14,3,5,12,11,4,9,1,4,0,0
30/04/23,Espanol,Getafe,1,0,H,1,0,H,,17,7,8,2,12,23,6,3,3,5,0,0
30/04/23,Valladolid,Ath Madrid,2,5,A,1,3,A,,19,9,6,6,14,8,9,1,2,1,0,0
01/05/23,Mallorca,Ath Bilbao,1,1,D,0,0,D,,9,16,2,6,17,9,5,7,4,2,0,0
01/05/23,Sevilla,Girona,0,2,A,0,1,A,,23,9,5,3,14,11,6,1,1,1,0,0
02/05/23,Almeria,Elche,2,1,H,1,0,H,,10,14,4,1,8,9,7,13,2,2,0,0
02/05/23,Barcelona,Osasuna,1,0,H,0,0,D,,21,7,4,2,7,10,11,0,0,0,0,1
02/05/23,Sociedad,Real Madrid,2,0,H,0,0,D,,9,10,4,5,17,9,2,6,1,5,0,1
03/05/23,Valencia,Villarreal,1,1,D,0,0,D,,8,11,1,4,14,13,6,6,4,2,0,0
03/05/23,Ath Madrid,Cadiz,5,1,H,2,0,H,,18,2,8,1,12,9,5,2,3,2,0,0
03/05/23,Getafe,Celta,1,0,H,1,0,H,,14,7,4,1,21,14,1,5,7,5,0,1
04/05/23,Girona,Mallorca,2,1,H,1,0,H,,17,8,7,2,9,13,9,5,4,0,0,0
04/05/23,Sevilla,Espanol,3,2,H,1,2,A,,18,7,6,3,15,11,9,0,1,2,0,0
04/05/23,Ath Bilbao,Betis,0,1,A,0,1,A,,21,12,6,2,13,7,13,2,1,3,1,0
04/05/23,Vallecano,Valladolid,2,1,H,0,0,D,,16,7,6,4,18,15,3,4,0,0,0,0
12/05/23,Mallorca,Cadiz,1,0,H,1,0,H,,8,14,3,4,16,14,3,7,5,3,0,0
13/05/23,Sociedad,Girona,2,2,D,2,2,D,,18,13,6,6,22,13,7,4,5,3,0,1
13/05/23,Osasuna,Almeria,3,1,H,0,0,D,,18,8,7,3,7,7,4,1,0,0,0,0
13/05/23,Villarreal,Ath Bilbao,5,1,H,2,1,H,,17,11,11,5,11,13,7,5,4,3,0,0
13/05/23,Real Madrid,Getafe,1,0,H,0,0,D,,16,9,3,2,5,23,1,3,1,4,0,0
14/05/23,Celta,Valencia,1,2,A,0,1,A,,10,12,6,5,13,19,5,4,3,5,0,1
14/05/23,Elche,Ath Madrid,1,0,H,1,0,H,,15,13,4,4,16,3,3,5,2,0,0,0
14/05/23,Valladolid,Sevilla,0,3,A,0,0,D,,28,17,6,5,9,16,8,3,2,1,0,0
14/05/23,Espanol,Barcelona,2,4,A,0,3,A,,15,15,7,5,12,9,4,3,1,3,0,0
15/05/23,Betis,Vallecano,3,1,H,2,0,H,,11,16,5,4,11,9,6,5,3,2,0,1
19/05/23,Cadiz,Valladolid,2,0,H,0,0,D,,11,6,4,2,18,18,4,3,4,4,0,1
20/05/23,Girona,Villarreal,1,2,A,1,1,D,,9,10,3,5,16,11,3,1,2,1,0,0
20/05/23,Ath Bilbao,Celta,2,1,H,1,0,H,,10,8,3,3,17,12,8,5,4,1,0,0
20/05/23,Almeria,Mallorca,3,0,H,2,0,H,,12,7,3,3,11,15,4,6,1,2,0,0
20/05/23,Getafe,Elche,1,1,D,1,1,D,,9,13,5,4,19,11,5,6,3,1,0,0
20/05/23,Barcelona,Sociedad,1,2,A,0,1,A,,13,13,4,6,8,16,8,2,4,4,0,0
21/05/23,Vallecano,Espanol,1,2,A,1,1,D,,15,10,5,6,8,11,4,4,2,2,0,0
21/05/23,Ath Madrid,Osasuna,3,0,H,1,0,H,,15,12,5,2,6,11,8,10,0,2,0,0
21/05/23,Valencia,Real Madrid,1,0,H,1,0,H,,12,13,6,5,13,4,2,9,4,2,0,1
21/05/23,Sevilla,Betis,0,0,D,0,0,D,,10,5,4,0,14,11,4,3,2,2,0,1
23/05/23,Celta,Girona,1,1,D,1,0,H,,16,11,7,4,13,13,9,3,0,0,0,0
23/05/23,Sociedad,Almeria,1,0,H,1,0,H,,15,2,2,2,20,8,10,2,0,1,0,1
23/05/23,Valladolid,Barcelona,3,1,H,2,0,H,,8,16,4,6,13,9,2,6,1,0,0,0
24/05/23,Elche,Sevilla,1,1,D,1,1,D,,20,9,7,3,12,10,9,5,1,4,0,1
24/05/23,Real Madrid,Vallecano,2,1,H,1,0,H,,12,15,3,6,11,14,5,2,1,3,0,0
24/05/23,Villarreal,Cadiz,2,0,H,2,0,H,,13,16,7,8,14,8,7,6,1,2,0,0
24/05/23,Betis,Getafe,0,1,A,0,0,D,,11,9,4,2,8,12,2,5,2,5,1,0
24/05/23,Espanol,Ath Madrid,3,3,D,0,2,A,,26,16,13,7,6,9,16,1,2,3,0,0
25/05/23,Mallorca,Valencia,1,0,H,0,0,D,,4,15,3,5,15,12,2,4,4,2,0,0
25/05/23,Osasuna,Ath Bilbao,2,0,H,0,0,D,,9,10,3,5,17,13,3,6,3,3,0,0
27/05/23,Sevilla,Real Madrid,1,2,A,1,1,D,,11,6,1,3,23,10,1,1,2,4,1,0
28/05/23,Almeria,Valladolid,0,0,D,0,0,D,,23,8,7,2,11,16,2,4,0,4,0,0
28/05/23,Ath Bilbao,Elche,0,1,A,0,0,D,,27,6,8,2,7,10,19,3,1,1,0,0
28/05/23,Ath Madrid,Sociedad,2,1,H,1,0,H,,11,10,5,5,8,10,6,4,2,2,0,0
28/05/23,Barcelona,Mallorca,3,0,H,2,0,H,,28,3,9,1,4,9,14,3,0,0,0,1
28/05/23,Cadiz,Celta,1,0,H,0,0,D,,13,9,3,4,16,10,3,3,9,5,0,0
28/05/23,Getafe,Osasuna,2,1,H,1,1,D,,16,10,6,2,11,6,1,1,3,1,0,0
28/05/23,Girona,Betis,1,2,A,1,0,H,,9,18,3,7,14,12,8,5,0,1,0,0
28/05/23,Valencia,Espanol,2,2,D,1,1,D,,19,9,4,5,12,12,10,3,0,4,0,0
28/05/23,Vallecano,Villarreal,2,1,H,0,0,D,,15,7,4,2,9,9,4,6,3,5,0,0
04/06/23,Mallorca,Vallecano,3,0,H,0,0,D,,8,20,4,4,14,15,2,6,0,0,0,0
04/06/23,Osasuna,Girona,2,1,H,0,0,D,,14,11,7,6,12,9,5,2,1,5,0,0
04/06/23,Real Madrid,Ath Bilbao,1,1,D,0,0,D,,9,15,2,9,11,14,5,6,2,2,0,0
04/06/23,Sociedad,Sevilla,2,1,H,1,0,H,,17,9,6,4,10,13,5,2,0,1,0,0
04/06/23,Villarreal,Ath Madrid,2,2,D,1,1,D,,22,9,7,3,9,12,12,1,3,2,0,1
04/06/23,Betis,Valencia,1,1,D,1,0,H,,8,10,3,3,11,11,5,4,3,0,0,1
04/06/23,Celta,Barcelona,2,1,H,1,0,H,,12,9,9,2,13,9,2,4,2,2,0,0
04/06/23,Elche,Cadiz,1,1,D,0,1,A,,12,14,5,3,18,8,7,4,4,3,0,0
04/06/23,Espanol,Almeria,3,3,D,1,1,D,,12,11,8,4,11,12,7,6,2,3,0,0
04/06/23,Valladolid,Getafe,0,0,D,0,0,D,,15,4,0,1,9,25,6,1,1,3,0,0
11/08/23,Almeria,Vallecano,0,2,A,0,2,A,,19,10,5,4,16,25,8,3,1,3,0,0
11/08/23,Sevilla,Valencia,1,2,A,0,0,D,,9,10,3,3,15,17,8,1,3,2,1,0
12/08/23,Sociedad,Girona,1,1,D,1,0,H,,15,6,2,1,22,9,4,1,2,5,0,0
12/08/23,Las Palmas,Mallorca,1,1,D,1,0,H,,5,12,2,2,11,21,3,6,3,2,0,0
12/08/23,Ath Bilbao,Real Madrid,0,2,A,0,2,A,,7,14,1,8,18,6,7,5,3,1,0,0
13/08/23,Celta,Osasuna,0,2,A,0,1,A,,11,11,1,5,11,15,7,2,1,1,0,0
